id,question,doc_1,title_1,context_1,source_1,reranker_score_1,doc_2,title_2,context_2,source_2,reranker_score_2,doc_3,title_3,context_3,source_3,reranker_score_3,extractive_sentence,extractive_score
811,মরিচের আবহাওয়া সম্পর্কে কী বলা হয়েছে?,360,মরিচ: আবহাওয়া ও জলবায়ু,মোটামুটি ভাবে ঠান্ডা ও শুষ্ক আবহাওয়া মরিচ চাষের উপযোগী।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,2.810546875,361,মরিচ: তাপমাত্রা,অঙ্কুরোদগমের জন্য ২৭-৩২ ° সেলসিয়াস ও গাছের বৃদ্ধির জন্য ২০-৩৫° সেলসিয়াস তাপমাত্রা উপযুক্ত।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,-1.3310546875,362,মরিচ: জলাবদ্ধতা ও পানি নিষ্কাশন,"মরিচ সাধারণত উঁচু এবং মাঝারি উঁচু জমিতে ভাল হয়, কিন্তু পানি নিষ্কাশনের ভাল ব্যবস্থা থাকলে মাঝারি বা মাঝারি নিচু জমিতেও চাষ করা যেতে পারে।",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,-5.80859375,মোটামুটি ভাবে ঠান্ডা ও শুষ্ক আবহাওয়া মরিচ চাষের উপযোগী।,1.41796875
812,মাঠের ইঁদুর ব্যবস্থাপনা বিষয়ে মারাত্মক আক্রমণে পাতা সম্পর্কে কী তথ্য আছে?,485,মাঠের ইঁদুর ব্যবস্থাপনা: পোকামাকড় বা ক্ষতিকর প্রাণী ব্যবস্থাপনা,মারাত্মক আক্রমণে পাতা শুকিয়ে মারা যায়।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,4.5625,476,মাঠের ইঁদুর ব্যবস্থাপনা: পোকামাকড় বা ক্ষতিকর প্রাণী ব্যবস্থাপনা,ইঁদুরের গর্তের মুখ পরিষ্কার করে ভিতরে গোবরের বল দিয়ে মুখ বন্ধ করে দিতে হয়।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,-0.76171875,480,মাঠের ইঁদুর ব্যবস্থাপনা: পোকামাকড় বা ক্ষতিকর প্রাণী ব্যবস্থাপনা,কোন বিষ ব্যবহার না করে খুবই কম খরচে ইঁদুর তাড়ানো সম্ভব হবে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,-0.955078125,মারাত্মক আক্রমণে পাতা শুকিয়ে মারা যায়।,-4.0234375
813,লটকনের চারা উৎপাদন ও পরিচর্যায় কী নির্দেশনা আছে?,242,লটকন: চারা উৎপাদন ও পরিচর্যা,চারা গর্তের ঠিক মাঝখানে খাড়াভাবে লাগাতে হবে এবং চারার চারিদিকের মাটি হাত দিয়ে চেপে ভালভাবে বসিয়ে দিতে হবে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,3.09765625,240,লটকন: চারা উৎপাদন ও পরিচর্যা,চারা রোপণ করার ১৫-২০ দিন পূর্বে ৬০ সেমি × ৬০ সেমি × ৬০ সেমি আকারের গর্ত করতে হবে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,2.77734375,243,লটকন: চারা উৎপাদন ও পরিচর্যা,তারপর চারাটি খুঁটির সাথে বেঁধে দিতে হবে এবং চারার গোড়ায় ঝাঁঝরি দিয়ে পানি দিতে হবে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,2.66796875,চারা গর্তের ঠিক মাঝখানে খাড়াভাবে লাগাতে হবে এবং চারার চারিদিকের মাটি হাত দিয়ে চেপে ভালভাবে বসিয়ে দিতে হবে।,-4.31640625
814,মরিচের সাথে পাতা জাতীয় সবজি আন্তঃফসলের জীবনকাল কত?,395,মরিচের সাথে পাতা জাতীয় সবজি আন্তঃফসল: জীবনকাল,মরিচ একটি দীর্ঘ মেয়াদী ফসল এবং সারি থেকে সারির দূরত্ব বেশি হওয়ায় স্বল্প জীবনকালীন পাতা জাতীয় সবজি (৩০-৩৫ দিন) অতি সহজেই আন্তঃফসল হিসাবে চাষ করা হয়।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,7.734375,403,মরিচের সাথে পাতা জাতীয় সবজি আন্তঃফসল: ফসল সংগ্রহ,পাতা জাতীয় সবজি: বপনের ৩০-৩৫ দিন পর সংগ্রহ করা যায়।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,3.58203125,402,মরিচের সাথে পাতা জাতীয় সবজি আন্তঃফসল: ফসল সংগ্রহ,চারা রোপণের ৭০-৭৫ দিন পর মরিচ উত্তোলন শুরু হয় এবং প্রায় ৫-৬ বার কাঁচা মরিচ উত্তোলন করা যায়।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,1.9091796875,মরিচ একটি দীর্ঘ মেয়াদী ফসল এবং সারি থেকে সারির দূরত্ব বেশি হওয়ায় স্বল্প জীবনকালীন পাতা জাতীয় সবজি (৩০-৩৫ দিন) অতি সহজেই আন্তঃফসল হিসাবে চাষ করা হয়।,6.5078125
815,আলুর শাঁসের রং ও চোখের বৈশিষ্ট্য কেমন?,20,আলু: শাঁসের রং ও চোখের বৈশিষ্ট্য,"শাঁসের রং ক্রিম, চোখ অগভীর আলুতে সমভাবে বিন্যস্ত।",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,6.05078125,12,বারি আলু-১০২: কন্দের চামড়া ও শাঁসের রং,"আলুর চামড়া মসৃণ ও রং লাল, শাঁসের রং সাদা, চোখ কিছুটা গভীরে থাকে।",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,4.5546875,17,বারি আলু-১০৩: কন্দের চামড়া ও শাঁসের রং,"আলুর চামড়া মসৃণ ও রং হলুদ, শাঁসের রং ক্রিম, চোখ অগভীর ও চোখ আলুতে সমভাবে বিন্যস্ত।",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,4.109375,"আলুর চামড়া মসৃণ ও রং লাল, শাঁসের রং সাদা, চোখ কিছুটা গভীরে থাকে।",6.23046875
816,জোয়ার চাষে বপন বা রোপণের দূরত্ব কত?,190,জোয়ার: রোপণ বা বপনের দূরত্ব,বীজ বপনের দূরত্ব: সারি থেকে সারি ৬০ সেমি. এবং গাছ থেকে গাছের দূরত্ব ২০ সেমি.।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,6.37890625,244,লটকন: রোপণ বা বপনের দূরত্ব,রোপণ দূরত্ব ৮ মিটার × ৮ মিটার।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,2.427734375,99,মুখীকচু: রোপণ বা বপনের দূরত্ব,একক সারি পদ্ধতিতে রোপণ দূরত্ব: ৬০ সেমি × ৩৫ সেমি।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,2.3984375,রোপণ দূরত্ব ৮ মিটার × ৮ মিটার।,0.94482421875
817,মরিচের রং বা বর্ণ কেমন?,375,মরিচ: রং ও বর্ণ,দ্বিস্তর বিশিষ্ট পলিথিন ব্যাগ ও টিনের পাত্রের মধ্যে পলিথিন দিয়ে তার ভিতর মরিচ রাখলে মরিচের রং গুণগত মান খুব ভাল থাকে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,2.615234375,373,মরিচ: ফসল সংগ্রহ,প্রথম ও দ্বিতীয় বারের সংগৃহীত ফসল কাঁচা মরিচ হিসেবে এবং পরের মরিচ পাকা (লাল রং) হিসাবে সংগ্রহ করা হয়।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,0.438720703125,355,বারি মরিচ-৬: ফলের বৈশিষ্ট্য,"বারি মরিচ-৬ কাঁচা অবস্থায় গাঢ় কালচে, ফলের গায়ের পার্শ্বে আংশিক বা সামগ্রিক (মৌসুম ভেদে) কালচে রং থাকে এবং পরিপক্ক অবস্থায় উজ্জ্বল, গাঢ় লাল রং বিশিষ্ট।",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,0.1126708984375,প্রথম ও দ্বিতীয় বারের সংগৃহীত ফসল কাঁচা মরিচ হিসেবে এবং পরের মরিচ পাকা (লাল রং) হিসাবে সংগ্রহ করা হয়।,1.23828125
818,মরিচের বীজ শোধনের নির্দেশনা কী?,365,মরিচ: বীজ শোধন,বপনের পূর্বে অটোস্টিন (২ গ্রাম/কেজি বীজ) দিয়ে বীজ শোধন করে নিতে হবে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,3.4140625,367,মরিচ: চারা উৎপাদন ও পরিচর্যা,৫-৭ দিনের মধ্যে বীজ গজানোর পর চারা ৩-৪ সে.মি. লম্বা হলে অতিরিক্ত চারা পাতলা করতে হবে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,-1.1845703125,366,মরিচ: বীজের হার,বীজ হার ছিটিয়ে বপন করলে ২.৫-৩.০ কেজি/হে. চারা উৎপাদন করে ১.০-১.৫ কেজি/হে. হেক্টর প্রতি ৪০০০০-৪৫০০০ গাছ থাকলে ভাল ফলন পাওয়া যায়।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,-2.265625,বপনের পূর্বে অটোস্টিন (২ গ্রাম/কেজি বীজ) দিয়ে বীজ শোধন করে নিতে হবে।,-2.6015625
819,কফি চাষের জন্য কী ধরনের মাটি বা জমি উপযোগী?,310,কফি: মাটি ও জমির উপযোগিতা,বাণিজ্যিকভাবে কফি চাষ করে অধিক ফলনের জন্য কমপক্ষে ৩% জৈব পদার্থ সমৃদ্ধ উর্বর মাটি বেছে নিতে হবে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,5.88671875,311,কফি: ব্যবহার ও উপযোগিতা,বাংলাদেশের পার্বত্য অঞ্চলের মাটি ও জলবায়ু বাণিজ্যিক কফি চাষের জন্য উপযোগী।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,3.44921875,279,সুপারি: মাটি ও জমির উপযোগিতা,"সুপারি চাষের জন্য উর্বর ও মাঝারি ধরনের মাটি অর্থাৎ হালকা বুনটের মাটি উত্তম, তবে বেলে দো-আঁশ মাটি সবচেয়ে উপযোগী।",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,-0.826171875,বাণিজ্যিকভাবে কফি চাষ করে অধিক ফলনের জন্য কমপক্ষে ৩% জৈব পদার্থ সমৃদ্ধ উর্বর মাটি বেছে নিতে হবে।,4.69140625
820,বারি সুপারি-১ জাতের একটি খোসাসহ শুকনা সুপারির ওজন কত?,270,বারি সুপারি-১: ওজন,খোসা সহ একক শুকনা সুপারির গড় ওজন ১৩.৫৪ গ্রাম।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,8.140625,269,বারি সুপারি-১: ওজন,খোসা সহ একক কাঁচা সুপারির গড় ওজন ৩৫.৬৭ গ্রাম।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,6.51953125,275,বারি সুপারি-২: ওজন,খোসা সহ একক শুকনা সুপারির গড় ওজন ১৪.০৭ গ্রাম।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,4.078125,খোসা সহ একক শুকনা সুপারির গড় ওজন ১৩.৫৪ গ্রাম।,7.14453125
821,চিয়া চাষে কোন সার কত পরিমাণে দিতে হবে?,160,চিয়া: সার ব্যবস্থাপনা,"সার ব্যবস্থাপনা: ইউরিয়া: ১৫০ কেজি/হেক্টর, মিউরেট অব পটাশ: ৬০ কেজি/হেক্টর, টিএসপি: ৮০ কেজি/হেক্টর।",https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,1.7646484375,157,চিয়া: সেচ ব্যবস্থাপনা,ভাল ফলন পেতে হলে অবশ্যই ২-৩টি সেচ দিতে হবে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,0.9326171875,161,চিয়া: সার ব্যবস্থাপনা,যে সমস্ত জমিতে বোরণ ও জিংকের ঘাটতি আছে সেসব জমিতে কাঙ্ক্ষিত ফলন পাওয়ার জন্য হেক্টর প্রতি ৫ কেজি হারে বরিক এসিড ও জিংক সালফেট প্রয়োগ করত হবে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,0.52734375,"সার ব্যবস্থাপনা: ইউরিয়া: ১৫০ কেজি/হেক্টর, মিউরেট অব পটাশ: ৬০ কেজি/হেক্টর, টিএসপি: ৮০ কেজি/হেক্টর।",-3.521484375
822,বার্লি সারিতে বপন করলে প্রতি হেক্টরে কত বীজ লাগে?,146,বার্লি: বীজের হার,ছিটিয়ে বপন করলে প্রতি হেক্টরে ৭০ কেজি বীজ প্রয়োজন হয়।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,6.17578125,145,বার্লি: বীজের হার,সারিতে বপনকৃত জমিতে হেক্টরপ্রতি ৬০ কেজি বীজ বপন করতে হবে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,5.8828125,205,অড়হর: বীজের হার,সারিতে বপন করলে প্রতি হেক্টরে ১ কেজি বীজের প্রয়োজন হবে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,0.55322265625,সারিতে বপন করলে প্রতি হেক্টরে ১ কেজি বীজের প্রয়োজন হবে।,4.0625
823,বারি ঝাড়শীম-৪ বিষয়ে গাছপ্রতি পডের সংখ্যা ও ওজন সম্পর্কে কী তথ্য আছে?,260,বারি ঝাড়শীম-৪: ফলের বৈশিষ্ট্য,প্রতি গাছে পডের সংখ্যা প্রায় ১৮ টি ও গড় ওজন ২২৮.২৬ গ্রাম।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,8.6171875,259,বারি ঝাড়শীম-৪: ফলের বৈশিষ্ট্য,১৮-২৩ সে.মি. লম্বা ও ১.০-১.৩ সেমি চওড়া প্রতি পডের গড় ওজন ১৬.১২ গ্রাম।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,6.98828125,261,বারি ঝাড়শীম-৪: বীজ বা দানার বৈশিষ্ট্য,প্রতি পডে ৭-৯ টি বীজ থাকে এবং ১০০ টি বীজের ওজন ৯৭.২৭ গ্রাম।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,6.984375,প্রতি গাছে পডের সংখ্যা প্রায় ১৮ টি ও গড় ওজন ২২৮.২৬ গ্রাম।,2.51953125
824,কাসাভার ফসল সংগ্রহের নির্দেশনা কী?,92,কাসাভা: ফসল সংগ্রহ,কাসাভার সবচেয়ে বড় সুবিধা হল কন্দ গাছের সাথে সংরক্ষিত থাকে এবং প্রয়োজনমত সংগ্রহ করা যায় তবে ৯-১০ মাসের পর থেকে তিতা হয়ে যায়।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,1.8046875,90,কাসাভা: ফসল সংগ্রহ,চারা রোপণের ৭ মাস পর থেকে কাসাভা গাছ থেকে কন্দ সংগ্রহ করা যায়।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,0.79638671875,85,কাসাভা: ফসল সংগ্রহ,কাণ্ড থেকে কাটিং সংগ্রহ করার পর কাটিংগুলিকে একত্রিত করে পলিথিন ব্যাগে মুড়িয়ে ছায়াযুক্ত স্থানে ৩ থেকে ৫ দিন রেখে দিলে স্প্রাউটিং তাড়াতাড়ি হয়।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,-0.51025390625,কাসাভার সবচেয়ে বড় সুবিধা হল কন্দ গাছের সাথে সংরক্ষিত থাকে এবং প্রয়োজনমত সংগ্রহ করা যায় তবে ৯-১০ মাসের পর থেকে তিতা হয়ে যায়।,-0.070556640625
825,মাঠের ইঁদুর ব্যবস্থাপনা বিষয়ে গোবরের বল শুকানোর সময় সম্পর্কে কী তথ্য আছে?,475,মাঠের ইঁদুর ব্যবস্থাপনা: পোকামাকড় বা ক্ষতিকর প্রাণী ব্যবস্থাপনা,গোবরের বল গুলোকে ২ দিন পর্যন্ত শুকিয়ে ইঁদুর তাড়ানোর কাজে ব্যবহার করা হয়।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,6.07421875,478,মাঠের ইঁদুর ব্যবস্থাপনা: সংরক্ষণ,তৈরিকৃত গোবরের বল ১ মাস পর্যন্ত প্লাস্টিক জারে সংরক্ষণ করে ব্যবহার করা যায়।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,2.68359375,477,মাঠের ইঁদুর ব্যবস্থাপনা: পোকামাকড় বা ক্ষতিকর প্রাণী ব্যবস্থাপনা,একদিন পরে গর্তের খোলা মুখে আবার গোবরের বল দিতে হয়।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,2.11328125,গোবরের বল গুলোকে ২ দিন পর্যন্ত শুকিয়ে ইঁদুর তাড়ানোর কাজে ব্যবহার করা হয়।,4.60546875
826,চর এলাকায় বিনা চাষে পেঁয়াজ সম্পর্কে চারা প্রতিষ্ঠিত হওয়া পর্যন্ত আর্দ্রতা বিষয়ে কী বলা হয়েছে?,430,চর এলাকায় বিনা চাষে পেঁয়াজ: চারা উৎপাদন ও পরিচর্যা,পেঁয়াজের চারা মাটিতে প্রতিষ্ঠিত না হওয়া পর্যন্ত জমিতে পর্যাপ্ত আর্দ্রতা নিশ্চিত করতে হবে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,6.41796875,424,চর এলাকায় বিনা চাষে পেঁয়াজ: চারা উৎপাদন ও পরিচর্যা,অনেক সময় আর্দ্রতার পরিমাণ বেশি হলে কিছু বীজ নষ্ট হয়ে যায় অথবা চারা গজানোর পর চারার গোঁড়া পচে হলুদ হয়ে মরে যায় যা ফিউজেরিয়াম ছত্রাকের কারণে হয়ে থাকে।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,3.09375,426,চর এলাকায় বিনা চাষে পেঁয়াজ: চারা উৎপাদন ও পরিচর্যা,শুকনো বালু ব্যবহারের সুবিধা হলো এটি দ্রুত পেঁয়াজের বীজ এর আশে পাশের মাটির অতিরিক্ত আর্দ্রতা শোষণ করে নেয় যার ফলে ছত্রাকের আক্রমণ কমে যায় এবং মাঠে কাঙ্ক্ষিত চারা পাওয়া যায়।,https://objectstorage.ap-dcc-gazipur-1.oraclecloud15.com/n/axvjbnqprylg/b/V2Ministry/o/office-bari/2024/12/26c584aa513c4e7b9b7cc65b0f81fd94.pdf,2.37109375,পেঁয়াজের চারা মাটিতে প্রতিষ্ঠিত না হওয়া পর্যন্ত জমিতে পর্যাপ্ত আর্দ্রতা নিশ্চিত করতে হবে।,4.75390625
