id,question,gold
626,চীনাবাদামের জমি প্রস্তুতি সম্পর্কে কী নির্দেশনা আছে?,চীনাবাদাম গাছের ফুল নিষিক্ত হবার পর গর্ভদণ্ড বা পেগ মাটির নিচে যায় বিধায় জমিতে ৩-৪ টি চাষ ও মই দিয়ে মাটি ঝুরঝুরে করে নিতে হবে।
627,মাঠের ইঁদুর ব্যবস্থাপনা বিষয়ে প্রযুক্তির সহজতা ও পরিবেশসম্মত বৈশিষ্ট্য সম্পর্কে কী তথ্য আছে?,"এ প্রযুক্তিটি সহজ, কার্যকর এবং পরিবেশসম্মত।"
628,বারি চিয়া ১-এর কাণ্ডের বৈশিষ্ট্য কী?,এ লাইনটির কাণ্ড তুলনামূলকভাবে শক্ত ও মজবুত তাই ঝড়-বাতাসে সহজে হেলে ও ভেঙ্গে পড়েনা এবং তেমন রোগ ও পোকামাকড়ের আক্রমণ হয় না।
629,চুইঝালের উপযুক্ত রোপণের সময় কোনটি?,এপ্রিল-জুন মাস চুইঝালের লতা বা চারা রোপণের উপযুক্ত সময়।
630,বারি চিনা-২ এক হাজার দানার ওজন কত?,হাজার দানার ওজন ৫-৫.৫ গ্রাম।বাংলাদেশের সকল এলাকাতে এই জাতটি চাষ করা যায়।
631,ছাদ বাগানের স্মার্ট সেচ সম্পর্কে গুরুত্ব পদ্ধতিটি স্বয়ংক্রিয় বিষয়ে কী বলা হয়েছে?,গুরুত্ব: পদ্ধতিটি স্বয়ংক্রিয় হওয়ায় সেচ ব্যবস্থাপনা পরিচালনার জন্য সব সময় মানুষের প্রয়োজন হয় না।
632,বারি সুপারি-২ সম্পর্কে শুকনা সুপারির ফলন বিষয়ে কী বলা হয়েছে?,খোসাসহ শুকনা সুপারির গড় ফলন ১২.০৭ টন/হেক্টর।
633,চীনাবাদাম উৎপাদনের জন্য চরাঞ্চলে কোন ধরনের মাটি সবচেয়ে ভালো?,চীনাবাদাম উৎপাদনের জন্য চরাঞ্চলের বেলে মাটি সবচেয়ে ভাল।
634,চীনাবাদাম বিষয়ে দো-আঁশ মাটির উপযোগিতা সম্পর্কে কী তথ্য আছে?,দো-আঁশ মাটিতেও চীনাবাদাম চাষ করা যায়।
635,বারি ডাঁটা-৪ বিষয়ে হেক্টর বীজের গড় সম্পর্কে কী তথ্য আছে?,"হেক্টর প্রতি বীজের গড় ফলন ৮০০-১,০০০ কেজি।"
636,চর এলাকায় বিনা চাষে পেঁয়াজের প্রযুক্তির উপযোগিতা সম্পর্কে কী বলা হয়েছে?,"তিস্তা, ব্রহ্মপুত্র ও যমুনা অববাহিকার চরসমূহ।"
637,বারি আলু-১০১ চাষে কী পরিমাণ ফলন পাওয়া যায়?,হেক্টরপ্রতি গড় ফলন ৪৫.৮২ টন যা অনুকূল পরিবেশে বাংলাদেশের আবহাওয়ায় সর্বোচ্চ ৫০ টন পর্যন্ত হয়।
638,মিষ্টি মরিচের জিংক ও বোরনের সার প্রয়োগ সম্পর্কে কী বলা হয়েছে?,সিঞ্চন পদ্ধতিতে ০.০৫% জিংক এবং ০.০৩% বোরন গাছের তিনটি ভিন্ন বৃদ্ধি পর্যায়ে পাতায় দিতে হবে।
639,বারি চুইঝাল-১-এর গাছ কতটা লম্বা হয়?,গাছের গড় উচ্চতা ১০-১২ মিটার।
640,বারি মরিচ-৬-এর জীবনকাল কত?,খাওয়ার উপযোগী সংগ্রহকাল ১৫০-২৩০ দিন এবং বীজের জন্য জীবনকাল ২৫০-২৮০ দিন।
641,চীনাবাদামের উপযুক্ত বপনের সময় কোনটি?,চীনাবাদাম রবি ও খরিফ উভয় মৌসুমে চাষাবাদ করা যায়।
642,বারি চুইঝাল-১-এর গাছের উচ্চতা কত?,গাছের গড় উচ্চতা ১০-১২ মিটার।
643,কাসাভা চাষে বপন বা রোপণের দূরত্ব কত?,অধিক শাখা-প্রশাখাযুক্ত জাতের কাসাভার ক্ষেত্রে রোপণ দূরত্ব ৯০ × ৯০ সে.মি. এবং কম শাখা-প্রশাখা যুক্ত জাতের ক্ষেত্রের রোপণ দূরত্ব ৭৫ × ৭৫ সে.মি. হলে ভাল ফলন হবে।
644,বারি চিনা-২-এর উপযুক্ত বপনের সময় কোনটি?,চিনার চাষ রবি মৌসুমে করা হয়।
645,বারি কাঁঠাল-৫-এর গাছ কতটা লম্বা হয়?,গাছের উচ্চতা সাধারণতঃ ১০-১২ মিটার পর্যন্ত হয়ে থাকে।
646,ঢেঁড়সের জ্যাসিড পোকা ব্যবস্থাপনার পোকামাকড় বা ক্ষতিকর প্রাণী ব্যবস্থাপনায় কী বলা হয়েছে?,"বিভিন্ন প্রজাতির পোকামাকড় ঢেঁড়সে আক্রমণ করে, এর মধ্যে জ্যাসিড পোকা মারাত্মক ক্ষতিসাধন করে থাকে।"
647,চুইঝাল বিষয়ে রান্নার পর কাণ্ডের নরম হওয়া সম্পর্কে কী তথ্য আছে?,কাণ্ড দেখতে কাঠের মত হলেও রান্নার পর সম্পূর্ণ নরম হয়ে যায়।
648,বারি আলু-১০২-এর আগাম উত্তোলনের সময় কত?,৭০-৭৫ দিনে আগাম আলু উত্তোলন করে বাজারজাত করা যায়।
649,চর এলাকায় বিনা চাষে পেঁয়াজ সম্পর্কে শুকনো বালু ব্যবহারের সুবিধা বিষয়ে কী বলা হয়েছে?,শুকনো বালু ব্যবহারের সুবিধা হলো এটি দ্রুত পেঁয়াজের বীজ এর আশে পাশের মাটির অতিরিক্ত আর্দ্রতা শোষণ করে নেয় যার ফলে ছত্রাকের আক্রমণ কমে যায় এবং মাঠে কাঙ্ক্ষিত চারা পাওয়া যায়।
650,কাসাভা বিষয়ে গাছে কন্দ সংরক্ষণ ও সংগ্রহ সম্পর্কে কী তথ্য আছে?,কাসাভার সবচেয়ে বড় সুবিধা হল কন্দ গাছের সাথে সংরক্ষিত থাকে এবং প্রয়োজনমত সংগ্রহ করা যায় তবে ৯-১০ মাসের পর থেকে তিতা হয়ে যায়।
651,ছাদ বাগানের স্মার্ট সেচ বিষয়ে ছাদ বাগানের বাইরে ব্যবহার সম্পর্কে কী তথ্য আছে?,"উপসংহার: এই স্মার্ট সেচ ব্যবস্থাপনা পদ্ধতিটি শুধু ছাদ বাগানই নয়, সাধারন বাগানেও ব্যবহার করা সম্ভব।"
652,বারি সুপারি-১-এর রোগ দমন বা সহনশীলতা সম্পর্কে কী বলা হয়েছে?,রোগ বারি সুপারি-১ এর ফলসহ গাছ ও পোকামাকড়ের আক্রমণ অনেক কম পরিলক্ষিত হয়।
653,ভুট্টা-রোপা আউশ-রোপা আমন ফসলধারার রোগ ব্যবস্থাপনায় কী তথ্য আছে?,রোপা আউশ: স্টেমবোরার পোকা দমনের জন্য ভিরতাকো এবং শীথ ব্লাইট দমনের জন্য ফুলিকুর ০.৫ মিলি/ লিটার হারে প্রয়োগ করতে হবে।
654,গম-পাট-রোপা আমন ফসল বিন্যাসের চারা সম্পর্কে কী তথ্য দেওয়া হয়েছে?,গম: বীজ বপনের ১০-১২ দিন পর্যন্ত পাখি তাড়ানোর ব্যবস্থা রাখতে হবে যাতে বীজ বা চারার সংখ্যা সঠিক থাকে।
655,মেটে আলু চাষের জন্য কী ধরনের মাটি উপযোগী?,মেটে আলুর জন্য সুনিষ্কাশিত গভীর বেলে দোঁয়াশ মাটি সর্বোত্তম।
656,পানিকচু চাষে বপন বা রোপণের দূরত্ব কত?,সারি থেকে সারির দূরত্ব ৬০ সে.মি. এবং গাছ থেকে গাছের দূরত্ব ৪৫ সে.মি. রাখতে হবে।
657,আলুর টিউবার মথ ব্যবস্থাপনার ক্ষতিকর পোকা বা প্রাণী দমনে কী তথ্য আছে?,আর্থ-সামাজিক প্রেক্ষাপট: প্রযুক্তি ব্যবহারে আলুর সুতলি পোকা দমন করার মাধ্যমে আলুর সংগ্রহোত্তর ক্ষতি কমানো সম্ভব।
658,বারি ঝাড়শীম-৪ থেকে হেক্টরপ্রতি কত বীজ পাওয়া যায়?,হেক্টর প্রতি পডের গড় ফলন ৩৭.৮২ টন এবং বীজের ফলন ১৬.৪৯ টন।
659,গোল মরিচের দ্বি-নোড কাটিং চাষের জন্য কী ধরনের মাটি উপযোগী?,"পানি নিষ্কাশনের সুবিধা সম্পন্ন অম্লীয় উর্বর, দোঁয়াশ মাটি ও ছায়া যুক্ত স্থান গোল মরিচ চাষের জন্য বেশ উপযোগী।"
660,বারি কফি-১ ফলের আকারের মাপ কী?,ফলের গড় দৈর্ঘ্য ১.৩০ সে.মি. এবং প্রস্থ ১.২০ সে.মি.।
661,বারি মেটে আলু-৪-এর কন্দ বা রাইজোমের বৈশিষ্ট্য কী?,টিউবারের মাংসল ক্রিম বর্ণের এবং বালুর মত টেক্সার যা কাটার পর এক থেকে দুই মিনিটের মধ্যে অক্সিডেশন হয়ে বাদামী রং ধারণ করে সাথে হালকা গাম নির্গত হয়।
662,বারি পানিকচু-৮ বিষয়ে লতির গড় সংখ্যা ও গড় ওজন সম্পর্কে কী তথ্য আছে?,গাছপ্রতি লতির গড় সংখ্যা ২৪টি এবং গড় ওজন ৮০০ গ্রাম।
663,কাসাভা কখন রোপণ করা উচিত?,রোপণের সময়: সেচ সুবিধা থাকলে বছরের যে কোন সময় কাসাভা রোপণ করা যায়।
664,চীনাবাদামের জমি কীভাবে প্রস্তুত করতে হবে?,চীনাবাদাম গাছের ফুল নিষিক্ত হবার পর গর্ভদণ্ড বা পেগ মাটির নিচে যায় বিধায় জমিতে ৩-৪ টি চাষ ও মই দিয়ে মাটি ঝুরঝুরে করে নিতে হবে।
665,কাঁঠাল: স্বল্প সময়ের জলাবদ্ধতায় মারা প্রসঙ্গে কী তথ্য আছে?,স্বল্প সময়ের জলাবদ্ধতায় গাছ মারা যায়।
666,সুপারি বিষয়ে বীজতলা ও বীজ সংগ্রহ সম্পর্কে কী তথ্য আছে?,বীজ সংগ্রহ করার পর দেরী না করে বীজতলায় বীজ রোপণ করতে হবে।
667,চর এলাকায় বিনা চাষে পেঁয়াজ সম্পর্কে বাল্ব পরিপক্ক সংগ্রহের বিষয়ে কী বলা হয়েছে?,বাল্ব পরিপক্ক ও সংগ্রহের একমাস পূর্বে সেচ দেওয়া বন্ধ করা উচিত তা না হলে কন্দের গুণাগুণ ও সংরক্ষণ ক্ষমতা হ্রাস পায়।
668,বারি চিনা-২ চাষে কতটি সেচ দিতে হবে?,ভাল ফলন পেতে ২-৩টি সেচ দিতে হবে।
669,বারি মেটে আলু-৩-এর কন্দ বা রাইজোম সম্পর্কে কী বলা হয়েছে?,টিউবারের মাংসল হালকা হলুদ বর্ণের এবং বালুর মত যা কাটার পর এক মিনিটের মধ্যে অক্সিডেশন হয়ে বাদামী রং ধারণ করে সাথে হালকা গাম নির্গত হয়।
670,চিয়া বিষয়ে চিয়াবীজ শরবত হিসেবে ব্যবহার সম্পর্কে কী তথ্য আছে?,চিয়াবীজকে সারারাত পানিতে ভিজিয়ে সহজেই শরবত হিসেবে খাওয়া যায়।
671,চর এলাকায় বিনা চাষে পেঁয়াজের চারা উৎপাদন ও পরিচর্যায় কী নির্দেশনা আছে?,অনেক সময় আর্দ্রতার পরিমাণ বেশি হলে কিছু বীজ নষ্ট হয়ে যায় অথবা চারা গজানোর পর চারার গোঁড়া পচে হলুদ হয়ে মরে যায় যা ফিউজেরিয়াম ছত্রাকের কারণে হয়ে থাকে।
672,কাসাভা চাষে সেচের ব্যবস্থা থাকলে ফলনে কী প্রভাব পড়ে?,কাসাভা খরা সহ্যকারী গাছ হলেও প্রয়োজনীয় সেচের ব্যবস্থা থাকলে ফলন অনেক বৃদ্ধি পায়।
673,মরিচের সাথে পাতা জাতীয় সবজি আন্তঃফসল চাষে বপন বা রোপণের দূরত্ব কত?,"বপন/রোপণ দূরত্ব মরিচের স্বাভাবিক সারি (৬০ সেমি × ৫০ সেমি),পাতা জাতীয় সবজি (২০ সেমি) বপন/রোপণ পদ্ধতি দুই সারি মরিচের মাঝে দুই সারিপাতা জাতীয় সবজির বীজ বপন করা হয়।"
674,মেটে আলুর সংরক্ষণ সম্পর্কে কী নির্দেশনা আছে?,মেটে আলু সাধারণ তাপমাত্রা অর্থাৎ ৩০ ডিগ্রি সে. তাপমাত্রায় সহজেই ৬ মাস পর্যন্ত সংরক্ষণ করা যায়।
675,সয়াবিন-রোপা আউশ-রোপা আমন ফসল বিন্যাসের সার ব্যবস্থাপনায় কী নির্দেশনা আছে?,ইউরিয়া অর্ধেক ইউরিয়া সমান তিন সমান ৩ বীজ বপনের কিস্তিতে প্রয়োগ কিস্তিতে প্রয়োগ ২০-২৫ দিনে করতে হবে।
676,মরিচের সাথে পাতা জাতীয় সবজি আন্তঃফসলের ফসল সংগ্রহের নির্দেশনা কী?,চারা রোপণের ৭০-৭৫ দিন পর মরিচ উত্তোলন শুরু হয় এবং প্রায় ৫-৬ বার কাঁচা মরিচ উত্তোলন করা যায়।
677,বারি কাসাভা-২-এর কাণ্ডের বৈশিষ্ট্য কী?,গাছের দৈর্ঘ্য ২২৮.৮ সেমি. যার কাণ্ড ধুসর বর্ণের।
678,পালংশাকের কম্পোস্ট ব্যবস্থাপনা চাষে কতদিন বা কত মাস পর্যন্ত আগাছা নিয়ন্ত্রণে রাখতে হবে?,"আগাছা-রোগ-পোকা দমন: বীজ বপনের ১৪ এবং ২৮ দিন পর আগাছা দমন করতে হয়, কোনো প্রকার বালাইনাশকের প্রয়োজন হয় না।"
679,গম-পাট-রোপা আমন ফসল বিন্যাস কোথায় বা কোন অঞ্চলে উপযোগী?,গোপালগঞ্জ ও কৃষি পরিবেশ অঞ্চল-৩ এর অনুরূপ অঞ্চল।
680,ভালো ফলনের জন্য বারি চিনা-২ চাষে কয়টি সেচ প্রয়োজন?,ভাল ফলন পেতে ২-৩টি সেচ দিতে হবে।
681,গম-পাট-রোপা আমন ফসল বিন্যাস সম্পর্কে ইউরিয়া উপরি প্রয়োগের তিন সময় বিষয়ে কী বলা হয়েছে?,"ইউরিয়া তিন কিস্তিতে চারা রোপণের ৭-১০ দিন, ২০-২৫ দিন এবং ৩৫-৪০ দিন পর উপরি প্রয়োগ করতে হবে।"
682,বারি কাসাভা-২-এর কাণ্ড সম্পর্কে কী তথ্য আছে?,গাছের দৈর্ঘ্য ২২৮.৮ সেমি. যার কাণ্ড ধুসর বর্ণের।
683,মাঠের ইঁদুর ব্যবস্থাপনা বিষয়ে গর্তের ইঁদুর তাড়ানোর ফল সম্পর্কে কী তথ্য আছে?,সফলভাবে গর্তের ইঁদুর তাড়ানো যাবে।
684,আলু চাষে তাপমাত্রা সম্পর্কে কী বলা হয়েছে?,"নিম্ন তাপমাত্রা, কুয়াশাচ্ছন্ন আবহাওয়া ও মেঘলা আকাশ আলুর জন্য ক্ষতিকর।"
685,মরিচ চাষে তাপমাত্রা সম্পর্কে কী বলা হয়েছে?,অঙ্কুরোদগমের জন্য ২৭-৩২ ° সেলসিয়াস ও গাছের বৃদ্ধির জন্য ২০-৩৫° সেলসিয়াস তাপমাত্রা উপযুক্ত।
686,মরিচের সংরক্ষণ সম্পর্কে কী নির্দেশনা আছে?,মরিচ শুকানোর পরে ছায়াযুক্ত স্থানে ঠান্ডা করে সংরক্ষণ করতে হবে।
687,বারি সোলার টানেল ড্রায়ার আয়-ব্যয় বা মুনাফা সম্পর্কে কী তথ্য আছে?,"মূল্য: ২০,০০০.০০ টাকা (এমএস)।"
688,"মাঠের ইঁদুর ব্যবস্থাপনা সম্পর্কে মানব স্বাস্থ্য, মাটি ও পরিবেশে প্রভাব বিষয়ে কী বলা হয়েছে?","মানব স্বাস্থ্য, মাটি ও পরিবেশের কোন ক্ষতি হবে না।"
689,মাঠের ইঁদুর ব্যবস্থাপনা বিষয়ে প্রযুক্তিটি ব্যবহারে ক্ষতিকারক সম্পর্কে কী তথ্য আছে?,প্রযুক্তিটি ব্যবহারে ক্ষতিকারক রাসায়নিক কীটনাশক প্রয়োগের প্রয়োজন হয় না।
690,ঝাড়শিম কখন রোপণ করা উচিত?,বাংলাদেশে শীতকালে এ ফসলটি উৎপাদন করা হয় এবং নভেম্বর মাস বীজ বপনের জন্য উত্তম সময়।
691,চীনাবাদাম সম্পর্কে বাদামের খোসার শিরা-উপশিরা বিষয়ে কী বলা হয়েছে?,বাদামের খোসার শিরা উপশিরাগুলো সুস্পষ্ট দেখা যায়।
692,সয়াবিন-রোপা আউশ-রোপা আমন ফসল বিন্যাসের আয়-ব্যয় বা মুনাফা সম্পর্কে কী তথ্য আছে?,আধুনিক ফসল ব্যবস্থাপনা অনুসরণ করায় উন্নত এ ফসল বিন্যাসে নিট মুনাফা শতকরা ৪২ ভাগ বৃদ্ধি পেয়েছে।
693,গম-পাট-রোপা আমন ফসল বিন্যাস বিষয়ে ইউরিয়া সম্পর্কে কী তথ্য আছে?,রোপা আমন: ইউরিয়া ও অর্ধেক পটাশ সার বাদে অন্যান্য সকল সার শেষ জমি প্রস্তুতের সময় মাটির সাথে ভালভাবে মিশিয়ে দিতে হবে।
694,টমেটোর সমন্বিত আগাছা ব্যবস্থাপনার আগাছা ব্যবস্থাপনায় কী করতে বলা হয়েছে?,আবার প্রতিনিয়ত আগাছা দমনে প্রচুর শ্রম ও অর্থের অপচয় হয় যা বাণিজ্যিকভাবে ফসল উৎপাদনকে বাধাগ্রস্ত করে তোলে।
695,চুইঝাল সম্পর্কে রান্নার পর কাণ্ডের নরম হওয়া বিষয়ে কী বলা হয়েছে?,কাণ্ড দেখতে কাঠের মত হলেও রান্নার পর সম্পূর্ণ নরম হয়ে যায়।
696,বারি পানিকচু-৮-এর লতি সম্পর্কে কী বলা হয়েছে?,পানিকচুর জাত বারি পানিকচু-৮ এর প্রধান ভক্ষণযোগ্য অংশ হলো লতি।
697,জোয়ার কীভাবে বপন করতে হবে?,জোয়ারের বীজ সারিতে বপন করা হয়।
698,চীনাবাদামের ফসলোত্তর ব্যবস্থাপনার নির্দেশনা কী?,গাছ থেকে ছড়ানো খোসাসহ পরিপক্ক পুষ্ট বাদাম উজ্জ্বল রোদে ১ম ও ২য় দিন দৈনিক ৪ ঘন্টা করে শুকাতে হয়।
699,কাঁঠাল কখন রোপণ করা উচিত?,চারা বা কলম রোপণের সময় মধ্য-জ্যৈষ্ঠ থেকে মধ্য শ্রাবণ (জুন-আগস্ট) মাস।
700,বার্লি ছিটিয়ে বপন করলে প্রতি হেক্টরে কত বীজ লাগে?,ছিটিয়ে বপন করলে প্রতি হেক্টরে ৭০ কেজি বীজ প্রয়োজন হয়।
701,সুপারি সম্পর্কে বীজতলা ও বীজ সংগ্রহ বিষয়ে কী বলা হয়েছে?,বীজ সংগ্রহ করার পর দেরী না করে বীজতলায় বীজ রোপণ করতে হবে।
702,পানিকচু চাষে প্রতি হেক্টরে কত চারা প্রয়োজন?,প্রতি হেক্টর জমিতে চারার প্রয়োজন ৩৭০০০টি।
703,বার্লি জমিতে আগাছা দেখা দিলে কী করতে হবে?,জমিতে আগাছা দেখা দিলে নিড়ানী দিয়ে দমন করতে হবে।
704,কফির সার প্রয়োগ সম্পর্কে কী বলা হয়েছে?,বছরে ৪ বার গাছের গোড়ায় সার প্রয়োগ করলে ভাল ফলাফল পাওয়া যায়।
705,বারি চীনাবাদাম-১২-এর গাছ কতটা লম্বা হয়?,গাছের উচ্চতা ৩০-৪৫ সে.মি.।
706,সুপারির বীজতলা ও চারা তৈরিতে কী নির্দেশনা আছে?,প্রথমে বীজতলায় বীজ লাগিয়ে চারা উৎপাদন করতে হবে।
707,কাঁঠাল চাষে কতদিন অন্তর সেচ দিতে হবে?,"ডিসেম্বর থেকে মে মাস পর্যন্ত শুকনো মৌসুমে ১৫ দিন অন্তর রূপান্তরিত বেসিন পদ্ধতিতে পানি সেচ দিলে কচি ফল ঝরা কমে, ফলন ও ফলের গুণগত মানবৃদ্ধি পায়।"
708,সয়াবিন-রোপা আউশ-রোপা আমন ফসল বিন্যাসের আগাছা ব্যবস্থাপনার গুরুত্বপূর্ণ সময় কত?,সয়াবিন: চারা গজানোর ২০-২৫ দিন পর আগাছা দমন করতে হবে।
709,মসুর অণুজীব সার সেচ সম্পর্কে কী বলা হয়েছে?,জমিতে পর্যাপ্ত 'জো' না থাকলে বীজ বপনের পর জমিতে সেচ দিতে হবে।
710,কাঁঠাল চাষের জন্য কী ধরনের মাটি বা জমি উপযোগী?,"দোআঁশ, বেলে দোআঁশ, এঁটেল এমন কি কাকুরে মাটিতেও এর চাষ করা যায়।"
711,বার্লির আগাছা দেখা দিলে কীভাবে দমন করতে হবে?,জমিতে আগাছা দেখা দিলে নিড়ানী দিয়ে দমন করতে হবে।
712,চিনা সম্পর্কে রসের অভাবে সেচ বিষয়ে কী বলা হয়েছে?,বেলে দোআঁশ মাটিতে রসের অভাব হলে ২-১ টি হালকা সেচের ব্যবস্থা করলে অধিক ফলন পাওয়া যায়।
713,ছাদ বাগানের স্মার্ট সেচ বিষয়ে অপর দিকে ওয়াই সম্পর্কে কী তথ্য আছে?,অপর দিকে ওয়াই ফাই নিয়ন্ত্রিত সুইচ ব্যবহার করা হলে স্মার্ট মোবাইল ফোনের মাধ্যমে যেকোনো স্থান হতে সেচের সময় ও অন্তর সেট করে দেয়া যাবে।
714,বারি আলু-১০৩ কোথায় বা কী কাজে উপযোগী?,বারি আলু-১০৩ জাতটি প্রক্রিয়াজাতকরণ ও রপ্তানি আলু হিসাবে উপযোগী।
715,অড়হর উপযোগিতা সম্পর্কে কী বলা হয়েছে?,বাংলাদেশের প্রায় সকল অঞ্চলে এটি চাষ উপযোগী।
716,বারি ঝাড়শীম-৪-এর ফল সম্পর্কে কী তথ্য আছে?,১৮-২৩ সে.মি. লম্বা ও ১.০-১.৩ সেমি চওড়া প্রতি পডের গড় ওজন ১৬.১২ গ্রাম।
717,চীনাবাদাম সম্পর্কে দো-আঁশ মাটির উপযোগিতা বিষয়ে কী বলা হয়েছে?,দো-আঁশ মাটিতেও চীনাবাদাম চাষ করা যায়।
718,জোয়ার কখন বা কীভাবে সংগ্রহ করতে হবে?,এছাড়া দু' একটি বীজ দাঁতে কাটার পর 'কট' করে শব্দ হলে বুঝতে হবে ফসল কাটার উপযুক্ত সময় হয়েছে।
719,পানিকচু সম্পর্কে লেদাপোকা ও জাবপোকা দমন বিষয়ে কী বলা হয়েছে?,লেদাপোকা ও জাবপোকা: সমন্বিত বালাই ব্যবস্থাপনার (আইপিএম) মাধ্যমে এসব পোকামাকড় ও রোগবালাই দমন করা যায়।
720,কফি চাষে বপন বা রোপণের দূরত্ব কত?,তারপর ৩-৫ সে.মি. দূরত্বে বীজ বপন করতে হবে।
721,চুইঝাল বিষয়ে পলিব্যাগ সম্পর্কে কী তথ্য আছে?,বাণিজ্যিকভাবে চুইঝালের বিভিন্ন কাটিং পলিব্যাগে চারা তৈরি করা হয়।
722,বারি সুপারি-২-এর খোসাসহ একক কাঁচা সুপারির গড় ওজন কত?,খোসা সহ একক কাঁচা সুপারির গড় ওজন ৪০.০০ গ্রাম।
723,সুপারির আগাছা ব্যবস্থাপনায় কী করতে বলা হয়েছে?,গাছের গোড়া সব সময়ই আগাছামুক্ত রাখা প্রয়োজন।
724,গম-পাট-রোপা আমন ফসল বিন্যাসের আগাছা ব্যবস্থাপনার গুরুত্বপূর্ণ সময় কত?,পাট: পাটের জমি ৩০ থেকে ৪০ দিন পর্যন্ত আগাছামুক্ত রাখতে হবে।
725,বারি আলু-১০৩-এর গাছের বৃদ্ধি ও শাখা-প্রশাখা সম্পর্কে কী বলা হয়েছে?,গাছ কিছুটা খাড়া প্রকৃতির ও শাখা প্রশাখা কম।
726,পানিকচুর রোগ ব্যবস্থাপনায় কী তথ্য আছে?,পাতার উপরে বাদামী থেকে বেগুনী রং এর গোলাকার দাগ দেখা যায়।
727,সয়াবিন-রোপা আউশ-রোপা আমন ফসল বিন্যাসের চারা সম্পর্কে কী তথ্য দেওয়া হয়েছে?,দশ সারি পরপর ১ সারি বাদ দিয়ে চারা রোপণ করলে ধান গাছ পর্যাপ্ত আলো বাতাস পায়।
728,পানিকচুর উপযুক্ত রোপণের সময় কোনটি?,আগাম ফসলের জন্য কার্তিক ও নাবী ফসলের জন্য মধ্য ফাল্গুন থেকে মধ্য বৈশাখ মাসে লাগানো যায়।
729,পানিকচু বপন বা রোপণে কী দূরত্ব রাখতে হয়?,সারি থেকে সারির দূরত্ব ৬০ সে.মি. এবং গাছ থেকে গাছের দূরত্ব ৪৫ সে.মি. রাখতে হবে।
730,বার্লির চারা সম্পর্কে কী তথ্য দেওয়া হয়েছে?,বীজ বপনের পর ১০-১২ দিন পর্যন্ত পাখি তাড়ানোর ব্যবস্থা রাখতে হবে যাতে মাঠে চারার সংখ্যা ঠিক থাকে।
731,সুপারির আগাছা বেশি হলে নিড়ানি সম্পর্কে কী নির্দেশনা আছে?,বর্ষাকালে আগাছা বেশি হয় বিধায় ঘন ঘন আগাছা পরিষ্কার করতে হবে।
732,বেগুনের সাথে পেঁয়াজ ও রসুন আন্তঃফসলের চারা সম্পর্কে কী তথ্য দেওয়া হয়েছে?,বেগুনের চারা গাছ রোপণের ১২-১৫ দিন পর পেঁয়াজ চারা ও রসুন কোয়া বপন করতে হবে।
733,বেগুনের সাথে পেঁয়াজ ও রসুন আন্তঃফসলের জলাবদ্ধতা ও পানি নিষ্কাশন সম্পর্কে কী নির্দেশনা আছে?,বেগুন ও পেঁয়াজ এবং বেগুন ও রসুন আন্তঃফসল জলাবদ্ধতা সহ্য করতে পারে না।
734,টমেটোর সমন্বিত আগাছা ব্যবস্থাপনা সম্পর্কে আগাছানাশক ও নিড়ানির সমন্বয় বিষয়ে কী বলা হয়েছে?,"টমেটোর সর্বোচ্চ ফলন পেতে একটি নির্দিষ্ট সময় পর্যন্ত জমি আগাছা মুক্ত রাখলেই চলে, যা অতি সহজেই সমন্বিত আগাছা ব্যবস্থাপনা অর্থাৎ আগাছানাশক ও নিড়ানী দুটোর সমন্বয়ের দ্বারা করা সম্ভব।"
735,পানিকচু কীভাবে রোপণ করতে হবে?,৪-৬ পাতা বিশিষ্ট সবল ও সতেজ চারা রোপণের জন্য নির্বাচন করতে হবে।
736,বারি আলু-১০১-এর ফলন কত?,হেক্টরপ্রতি গড় ফলন ৪৫.৮২ টন যা অনুকূল পরিবেশে বাংলাদেশের আবহাওয়ায় সর্বোচ্চ ৫০ টন পর্যন্ত হয়।
737,চিয়ার সার ব্যবস্থাপনায় কী নির্দেশনা আছে?,যে সমস্ত জমিতে বোরণ ও জিংকের ঘাটতি আছে সেসব জমিতে কাঙ্ক্ষিত ফলন পাওয়ার জন্য হেক্টর প্রতি ৫ কেজি হারে বরিক এসিড ও জিংক সালফেট প্রয়োগ করত হবে।
738,অড়হর গাছের গঠন বা বৃদ্ধির বৈশিষ্ট্য কী?,"অড়হরের গাছ ২-৩ মিটার লম্বা, ঝোঁপালো ও ডালপালা যুক্ত হয় বলে সারি করে বপন করতে হবে।"
739,জোয়ার সার ব্যবস্থাপনায় কী নির্দেশনা আছে?,দ্বিতীয় ভাগ ইউরিয়া বীজ গজানোর ২৫-৩০ দিন পর উপরি প্রয়োগ করতে হয় তৃতীয় ভাগ গাছে ফুল আসার সময় দিতে হয়।
740,অড়হর কোথায় বা কোন অঞ্চলে উপযোগী?,বাংলাদেশের প্রায় সকল অঞ্চলে এটি চাষ উপযোগী।
741,সুপারির চারা সম্পর্কে কী তথ্য দেওয়া হয়েছে?,বীজ দ্বারা সুপারি গাছের বংশবিস্তার হয়ে থাকে।
742,বারি ডাঁটা-৪-এর ফলন কত?,শাক হিসেবে হেক্টর প্রতি গড় ফলন ১২-১৫ টন এবং ডাঁটা হিসেবে হেক্টর প্রতি গড় ফলন ৫০-৫২ টন।
